Date	Hour	Price
04.07.2018	H10	60.00
04.07.2018	H11	57.30
04.07.2018	H12	55.40
04.07.2018	H13	52.09
04.07.2018	H14	51.10
04.07.2018	H15	50.80
04.07.2018	H16	51.70
04.07.2018	H17	52.92
04.07.2018	H18	56.62
04.07.2018	H19	60.39
04.07.2018	H20	64.40
04.07.2018	H21	63.50
04.07.2018	H22	61.15
04.07.2018	H23	57.43
04.07.2018	H24	50.77
05.07.2018	H1	47.13
05.07.2018	H2	44.83
05.07.2018	H3	44.21
05.07.2018	H4	43.35
05.07.2018	H5	43.31
05.07.2018	H6	44.55
05.07.2018	H7	50.00
05.07.2018	H8	57.80
05.07.2018	H9	59.75
05.07.2018	H10	56.26
05.07.2018	H11	58.25
05.07.2018	H12	58.06
05.07.2018	H13	57.51
05.07.2018	H14	57.52
05.07.2018	H15	58.18
05.07.2018	H16	54.16
05.07.2018	H17	54.09
05.07.2018	H18	55.51
05.07.2018	H19	53.86
05.07.2018	H20	55.39
05.07.2018	H21	52.87
05.07.2018	H22	52.39
05.07.2018	H23	52.12
05.07.2018	H24	46.98
06.07.2018	H1	44.08
06.07.2018	H2	41.46
06.07.2018	H3	40.50
06.07.2018	H4	40.50
06.07.2018	H5	40.47
06.07.2018	H6	41.49
06.07.2018	H7	47.10
06.07.2018	H8	52.23
06.07.2018	H9	56.32
06.07.2018	H10	55.08
06.07.2018	H11	53.39
06.07.2018	H12	52.10
06.07.2018	H13	54.06
06.07.2018	H14	53.23
06.07.2018	H15	53.36
06.07.2018	H16	52.11
06.07.2018	H17	48.02
06.07.2018	H18	43.32
06.07.2018	H19	44.99
06.07.2018	H20	47.23
06.07.2018	H21	47.01
06.07.2018	H22	47.00
06.07.2018	H23	45.94
06.07.2018	H24	42.00
07.07.2018	H1	39.00
07.07.2018	H2	38.32
07.07.2018	H3	36.87
07.07.2018	H4	35.56
07.07.2018	H5	33.80
07.07.2018	H6	33.95
07.07.2018	H7	35.10
07.07.2018	H8	38.39
07.07.2018	H9	39.30
07.07.2018	H10	38.07
07.07.2018	H11	42.26
07.07.2018	H12	45.00
07.07.2018	H13	42.26
07.07.2018	H14	40.11
07.07.2018	H15	36.05
07.07.2018	H16	32.07
07.07.2018	H17	31.04
07.07.2018	H18	30.06
07.07.2018	H19	34.00
07.07.2018	H20	38.95
07.07.2018	H21	41.60
07.07.2018	H22	43.92
07.07.2018	H23	43.50
07.07.2018	H24	40.50
08.07.2018	H1	37.81
08.07.2018	H2	34.11
08.07.2018	H3	31.40
08.07.2018	H4	30.68
08.07.2018	H5	30.26
08.07.2018	H6	27.81
08.07.2018	H7	28.98
08.07.2018	H8	30.03
08.07.2018	H9	32.00
08.07.2018	H10	34.52
08.07.2018	H11	38.18
08.07.2018	H12	37.00
08.07.2018	H13	29.99
08.07.2018	H14	26.63
08.07.2018	H15	23.98
08.07.2018	H16	28.70
08.07.2018	H17	27.89
08.07.2018	H18	35.82
08.07.2018	H19	45.27
08.07.2018	H20	49.41
08.07.2018	H21	51.00
08.07.2018	H22	50.81
08.07.2018	H23	50.68
08.07.2018	H24	47.13
09.07.2018	H1	38.42
09.07.2018	H2	37.50
09.07.2018	H3	36.50
09.07.2018	H4	36.99
09.07.2018	H5	36.75
09.07.2018	H6	39.74
09.07.2018	H7	49.94
09.07.2018	H8	55.40
09.07.2018	H9	56.64
09.07.2018	H10	53.12
09.07.2018	H11	53.04
09.07.2018	H12	55.84
09.07.2018	H13	55.68
09.07.2018	H14	55.62
09.07.2018	H15	50.18
09.07.2018	H16	51.00
09.07.2018	H17	50.22
09.07.2018	H18	50.20
09.07.2018	H19	50.70
09.07.2018	H20	52.00
09.07.2018	H21	52.81
09.07.2018	H22	52.20
09.07.2018	H23	51.75
09.07.2018	H24	47.30
10.07.2018	H1	46.52
10.07.2018	H2	44.20
10.07.2018	H3	42.17
10.07.2018	H4	41.60
10.07.2018	H5	42.10
10.07.2018	H6	44.29
10.07.2018	H7	52.33
10.07.2018	H8	58.92
10.07.2018	H9	63.20
10.07.2018	H10	63.70
10.07.2018	H11	61.78
10.07.2018	H12	62.10
10.07.2018	H13	60.42
10.07.2018	H14	59.99
10.07.2018	H15	57.20
10.07.2018	H16	56.22
10.07.2018	H17	56.00
10.07.2018	H18	59.40
10.07.2018	H19	59.96
10.07.2018	H20	60.85
10.07.2018	H21	60.29
10.07.2018	H22	58.84
10.07.2018	H23	56.51
10.07.2018	H24	52.92
11.07.2018	H1	49.10
11.07.2018	H2	46.20
11.07.2018	H3	45.00
11.07.2018	H4	43.20
11.07.2018	H5	43.34
11.07.2018	H6	45.91
11.07.2018	H7	53.40
11.07.2018	H8	60.19
11.07.2018	H9	61.40
11.07.2018	H10	61.11
11.07.2018	H11	60.38
11.07.2018	H12	65.05
11.07.2018	H13	65.17
11.07.2018	H14	63.83
11.07.2018	H15	65.15
11.07.2018	H16	64.81
11.07.2018	H17	59.17
11.07.2018	H18	58.07
11.07.2018	H19	58.80
11.07.2018	H20	60.30
11.07.2018	H21	59.48
11.07.2018	H22	57.90
11.07.2018	H23	57.78
11.07.2018	H24	52.18
12.07.2018	H1	47.95
12.07.2018	H2	45.50
12.07.2018	H3	44.53
12.07.2018	H4	43.92
12.07.2018	H5	43.94
12.07.2018	H6	45.37
12.07.2018	H7	52.50
12.07.2018	H8	58.40
12.07.2018	H9	60.81
12.07.2018	H10	63.82
12.07.2018	H11	61.47
12.07.2018	H12	65.05
12.07.2018	H13	64.23
12.07.2018	H14	65.90
12.07.2018	H15	67.91
12.07.2018	H16	67.91
12.07.2018	H17	65.05
12.07.2018	H18	59.02
12.07.2018	H19	58.31
12.07.2018	H20	59.25
12.07.2018	H21	57.93
12.07.2018	H22	58.36
12.07.2018	H23	56.53
12.07.2018	H24	51.00
13.07.2018	H1	47.00
13.07.2018	H2	44.68
13.07.2018	H3	44.00
13.07.2018	H4	42.81
13.07.2018	H5	42.78
13.07.2018	H6	44.34
13.07.2018	H7	50.83
13.07.2018	H8	57.03
13.07.2018	H9	57.55
13.07.2018	H10	56.59
13.07.2018	H11	59.23
13.07.2018	H12	57.95
13.07.2018	H13	56.32
13.07.2018	H14	55.07
13.07.2018	H15	50.06
13.07.2018	H16	48.39
13.07.2018	H17	50.06
13.07.2018	H18	52.51
13.07.2018	H19	55.25
13.07.2018	H20	57.01
13.07.2018	H21	55.96
13.07.2018	H22	54.75
13.07.2018	H23	54.48
13.07.2018	H24	52.01
14.07.2018	H1	50.80
14.07.2018	H2	48.16
14.07.2018	H3	46.19
14.07.2018	H4	44.73
14.07.2018	H5	43.80
14.07.2018	H6	43.30
14.07.2018	H7	45.50
14.07.2018	H8	48.14
14.07.2018	H9	49.54
14.07.2018	H10	50.46
14.07.2018	H11	47.96
14.07.2018	H12	46.97
14.07.2018	H13	45.50
14.07.2018	H14	41.07
14.07.2018	H15	41.44
14.07.2018	H16	44.92
14.07.2018	H17	43.07
14.07.2018	H18	47.28
14.07.2018	H19	51.00
14.07.2018	H20	53.50
14.07.2018	H21	53.54
14.07.2018	H22	53.89
14.07.2018	H23	53.47
14.07.2018	H24	50.89
15.07.2018	H1	48.00
15.07.2018	H2	44.50
15.07.2018	H3	43.50
15.07.2018	H4	41.27
15.07.2018	H5	40.87
15.07.2018	H6	39.50
15.07.2018	H7	39.59
15.07.2018	H8	41.00
15.07.2018	H9	41.22
15.07.2018	H10	42.34
15.07.2018	H11	43.06
15.07.2018	H12	43.90
15.07.2018	H13	43.05
15.07.2018	H14	40.29
15.07.2018	H15	40.20
15.07.2018	H16	41.01
15.07.2018	H17	41.38
15.07.2018	H18	46.63
15.07.2018	H19	53.27
15.07.2018	H20	56.47
15.07.2018	H21	58.08
15.07.2018	H22	58.30
15.07.2018	H23	58.00
15.07.2018	H24	55.15
16.07.2018	H1	46.84
16.07.2018	H2	43.40
16.07.2018	H3	43.08
16.07.2018	H4	42.95
16.07.2018	H5	43.10
16.07.2018	H6	45.62
16.07.2018	H7	53.20
16.07.2018	H8	60.52
16.07.2018	H9	61.56
16.07.2018	H10	60.99
16.07.2018	H11	60.34
16.07.2018	H12	61.20
16.07.2018	H13	63.09
16.07.2018	H14	62.36
16.07.2018	H15	57.10
16.07.2018	H16	57.05
16.07.2018	H17	57.04
16.07.2018	H18	59.94
16.07.2018	H19	60.78
16.07.2018	H20	62.61
16.07.2018	H21	60.89
16.07.2018	H22	60.01
16.07.2018	H23	57.93
16.07.2018	H24	52.40
17.07.2018	H1	49.42
17.07.2018	H2	46.50
17.07.2018	H3	45.00
17.07.2018	H4	44.00
17.07.2018	H5	44.00
17.07.2018	H6	45.90
17.07.2018	H7	54.28
17.07.2018	H8	60.30
17.07.2018	H9	61.40
17.07.2018	H10	60.35
17.07.2018	H11	60.03
17.07.2018	H12	61.62
17.07.2018	H13	61.02
17.07.2018	H14	60.44
17.07.2018	H15	58.01
17.07.2018	H16	55.34
17.07.2018	H17	53.84
17.07.2018	H18	55.04
17.07.2018	H19	57.71
17.07.2018	H20	59.27
17.07.2018	H21	57.75
17.07.2018	H22	56.03
17.07.2018	H23	55.26
17.07.2018	H24	50.90
18.07.2018	H1	44.30
18.07.2018	H2	40.93
18.07.2018	H3	39.40
18.07.2018	H4	38.29
18.07.2018	H5	38.69
18.07.2018	H6	39.50
18.07.2018	H7	47.50
18.07.2018	H8	53.30
18.07.2018	H9	55.30
18.07.2018	H10	54.32
18.07.2018	H11	52.43
18.07.2018	H12	54.00
18.07.2018	H13	57.14
18.07.2018	H14	58.00
18.07.2018	H15	51.04
18.07.2018	H16	48.30
18.07.2018	H17	48.39
18.07.2018	H18	52.32
18.07.2018	H19	54.25
18.07.2018	H20	56.94
18.07.2018	H21	55.94
18.07.2018	H22	55.00
18.07.2018	H23	53.00
18.07.2018	H24	48.83
19.07.2018	H1	44.47
19.07.2018	H2	42.24
19.07.2018	H3	41.35
19.07.2018	H4	41.00
19.07.2018	H5	41.37
19.07.2018	H6	42.96
19.07.2018	H7	50.83
19.07.2018	H8	56.39
19.07.2018	H9	59.05
19.07.2018	H10	58.35
19.07.2018	H11	57.63
19.07.2018	H12	61.63
19.07.2018	H13	62.97
19.07.2018	H14	56.56
19.07.2018	H15	53.04
19.07.2018	H16	52.22
19.07.2018	H17	52.35
19.07.2018	H18	56.10
19.07.2018	H19	58.25
19.07.2018	H20	61.16
19.07.2018	H21	59.54
19.07.2018	H22	56.84
19.07.2018	H23	55.53
19.07.2018	H24	51.00
20.07.2018	H1	48.62
20.07.2018	H2	45.96
20.07.2018	H3	44.50
20.07.2018	H4	44.00
20.07.2018	H5	44.00
20.07.2018	H6	45.10
20.07.2018	H7	53.89
20.07.2018	H8	59.37
20.07.2018	H9	59.89
20.07.2018	H10	59.57
20.07.2018	H11	57.57
20.07.2018	H12	58.07
20.07.2018	H13	59.55
20.07.2018	H14	58.45
20.07.2018	H15	55.07
20.07.2018	H16	55.05
20.07.2018	H17	55.11
20.07.2018	H18	56.85
20.07.2018	H19	58.10
20.07.2018	H20	58.67
20.07.2018	H21	57.02
20.07.2018	H22	55.51
20.07.2018	H23	55.00
20.07.2018	H24	51.32
21.07.2018	H1	50.11
21.07.2018	H2	47.49
21.07.2018	H3	45.00
21.07.2018	H4	43.54
21.07.2018	H5	43.34
21.07.2018	H6	43.00
21.07.2018	H7	44.74
21.07.2018	H8	49.50
21.07.2018	H9	53.31
21.07.2018	H10	54.95
21.07.2018	H11	54.03
21.07.2018	H12	52.94
21.07.2018	H13	52.95
21.07.2018	H14	51.04
21.07.2018	H15	51.95
21.07.2018	H16	51.51
21.07.2018	H17	51.19
21.07.2018	H18	53.00
21.07.2018	H19	55.29
21.07.2018	H20	56.30
21.07.2018	H21	55.04
21.07.2018	H22	54.54
21.07.2018	H23	53.68
21.07.2018	H24	51.42
22.07.2018	H1	47.79
22.07.2018	H2	44.17
22.07.2018	H3	43.09
22.07.2018	H4	42.01
22.07.2018	H5	41.50
22.07.2018	H6	40.70
22.07.2018	H7	40.97
22.07.2018	H8	42.02
22.07.2018	H9	43.97
22.07.2018	H10	46.90
22.07.2018	H11	47.38
22.07.2018	H12	48.59
22.07.2018	H13	47.15
22.07.2018	H14	45.25
22.07.2018	H15	43.00
22.07.2018	H16	43.14
22.07.2018	H17	43.96
22.07.2018	H18	44.20
22.07.2018	H19	51.78
22.07.2018	H20	54.80
22.07.2018	H21	55.21
22.07.2018	H22	55.94
22.07.2018	H23	55.66
22.07.2018	H24	53.70
23.07.2018	H1	46.60
23.07.2018	H2	43.61
23.07.2018	H3	42.24
23.07.2018	H4	41.11
23.07.2018	H5	41.52
23.07.2018	H6	43.01
23.07.2018	H7	52.29
23.07.2018	H8	58.58
23.07.2018	H9	59.39
23.07.2018	H10	59.02
23.07.2018	H11	58.04
23.07.2018	H12	57.69
23.07.2018	H13	56.94
23.07.2018	H14	55.58
23.07.2018	H15	54.90
23.07.2018	H16	55.82
23.07.2018	H17	57.07
23.07.2018	H18	58.40
23.07.2018	H19	59.38
23.07.2018	H20	60.57
23.07.2018	H21	59.20
23.07.2018	H22	58.09
23.07.2018	H23	57.95
23.07.2018	H24	51.68
24.07.2018	H1	51.50
24.07.2018	H2	47.96
24.07.2018	H3	45.97
24.07.2018	H4	44.98
24.07.2018	H5	45.17
24.07.2018	H6	47.51
24.07.2018	H7	55.78
24.07.2018	H8	61.75
24.07.2018	H9	61.50
24.07.2018	H10	60.71
24.07.2018	H11	58.96
24.07.2018	H12	59.17
24.07.2018	H13	57.68
24.07.2018	H14	57.13
24.07.2018	H15	55.65
24.07.2018	H16	56.68
24.07.2018	H17	56.97
24.07.2018	H18	58.81
24.07.2018	H19	61.02
24.07.2018	H20	63.01
24.07.2018	H21	61.57
24.07.2018	H22	59.63
24.07.2018	H23	58.01
24.07.2018	H24	53.00
25.07.2018	H1	51.73
25.07.2018	H2	48.01
25.07.2018	H3	48.00
25.07.2018	H4	46.96
25.07.2018	H5	46.63
25.07.2018	H6	50.00
25.07.2018	H7	56.44
25.07.2018	H8	65.23
25.07.2018	H9	66.52
25.07.2018	H10	65.33
25.07.2018	H11	66.84
25.07.2018	H12	68.16
25.07.2018	H13	64.86
25.07.2018	H14	65.10
25.07.2018	H15	68.67
25.07.2018	H16	68.72
25.07.2018	H17	68.82
25.07.2018	H18	61.00
25.07.2018	H19	64.88
25.07.2018	H20	66.20
25.07.2018	H21	64.80
25.07.2018	H22	63.60
25.07.2018	H23	60.00
25.07.2018	H24	54.22
26.07.2018	H1	50.10
26.07.2018	H2	47.52
26.07.2018	H3	45.93
26.07.2018	H4	45.35
26.07.2018	H5	46.70
26.07.2018	H6	47.50
26.07.2018	H7	53.00
26.07.2018	H8	61.53
26.07.2018	H9	64.50
26.07.2018	H10	62.96
26.07.2018	H11	61.87
26.07.2018	H12	61.02
26.07.2018	H13	58.30
26.07.2018	H14	60.07
26.07.2018	H15	58.02
26.07.2018	H16	55.06
26.07.2018	H17	55.59
26.07.2018	H18	59.53
26.07.2018	H19	62.50
26.07.2018	H20	63.64
26.07.2018	H21	62.47
26.07.2018	H22	59.25
26.07.2018	H23	55.00
26.07.2018	H24	48.02
27.07.2018	H1	47.09
27.07.2018	H2	45.65
27.07.2018	H3	45.05
27.07.2018	H4	44.32
27.07.2018	H5	43.95
27.07.2018	H6	45.90
27.07.2018	H7	51.14
27.07.2018	H8	58.70
27.07.2018	H9	61.51
27.07.2018	H10	61.60
27.07.2018	H11	62.90
27.07.2018	H12	66.04
27.07.2018	H13	64.22
27.07.2018	H14	64.57
27.07.2018	H15	66.10
27.07.2018	H16	67.60
27.07.2018	H17	61.03
27.07.2018	H18	55.47
27.07.2018	H19	57.80
27.07.2018	H20	58.12
27.07.2018	H21	57.29
27.07.2018	H22	55.69
27.07.2018	H23	51.10
27.07.2018	H24	46.65
28.07.2018	H1	49.02
28.07.2018	H2	44.60
28.07.2018	H3	43.30
28.07.2018	H4	42.00
28.07.2018	H5	41.91
28.07.2018	H6	41.66
28.07.2018	H7	42.57
28.07.2018	H8	46.53
28.07.2018	H9	47.70
28.07.2018	H10	46.67
28.07.2018	H11	48.67
28.07.2018	H12	57.22
28.07.2018	H13	55.40
28.07.2018	H14	50.50
28.07.2018	H15	48.96
28.07.2018	H16	53.19
28.07.2018	H17	55.30
28.07.2018	H18	49.41
28.07.2018	H19	49.99
28.07.2018	H20	52.74
28.07.2018	H21	55.20
28.07.2018	H22	55.12
28.07.2018	H23	53.99
28.07.2018	H24	50.20
29.07.2018	H1	47.21
29.07.2018	H2	44.14
29.07.2018	H3	41.98
29.07.2018	H4	40.79
29.07.2018	H5	40.23
29.07.2018	H6	39.93
29.07.2018	H7	40.20
29.07.2018	H8	41.33
29.07.2018	H9	42.65
29.07.2018	H10	44.05
29.07.2018	H11	46.98
29.07.2018	H12	50.00
29.07.2018	H13	50.05
29.07.2018	H14	45.97
29.07.2018	H15	44.04
29.07.2018	H16	43.93
29.07.2018	H17	46.08
29.07.2018	H18	45.65
29.07.2018	H19	53.20
29.07.2018	H20	56.90
29.07.2018	H21	59.37
29.07.2018	H22	60.02
29.07.2018	H23	56.20
29.07.2018	H24	51.18
30.07.2018	H1	46.01
30.07.2018	H2	42.93
30.07.2018	H3	41.20
30.07.2018	H4	41.02
30.07.2018	H5	40.96
30.07.2018	H6	42.75
30.07.2018	H7	50.30
30.07.2018	H8	59.57
30.07.2018	H9	60.43
30.07.2018	H10	60.20
30.07.2018	H11	59.81
30.07.2018	H12	60.07
30.07.2018	H13	60.07
30.07.2018	H14	63.84
30.07.2018	H15	62.09
30.07.2018	H16	62.08
30.07.2018	H17	58.95
30.07.2018	H18	62.29
30.07.2018	H19	64.19
30.07.2018	H20	65.04
30.07.2018	H21	64.46
30.07.2018	H22	63.00
30.07.2018	H23	59.30
30.07.2018	H24	52.20
31.07.2018	H1	51.50
31.07.2018	H2	48.73
31.07.2018	H3	46.68
31.07.2018	H4	44.96
31.07.2018	H5	44.70
31.07.2018	H6	46.80
31.07.2018	H7	54.25
31.07.2018	H8	63.88
31.07.2018	H9	65.92
31.07.2018	H10	63.20
31.07.2018	H11	64.15
31.07.2018	H12	70.18
31.07.2018	H13	68.55
31.07.2018	H14	68.76
31.07.2018	H15	74.36
31.07.2018	H16	74.00
31.07.2018	H17	73.40
31.07.2018	H18	62.50
31.07.2018	H19	64.10
31.07.2018	H20	66.18
31.07.2018	H21	66.00
31.07.2018	H22	64.74
31.07.2018	H23	62.30
31.07.2018	H24	55.03
01.08.2018	H1	47.90
01.08.2018	H2	46.84
01.08.2018	H3	46.00
01.08.2018	H4	44.33
01.08.2018	H5	44.56
01.08.2018	H6	46.50
01.08.2018	H7	54.14
01.08.2018	H8	61.50
01.08.2018	H9	65.80
01.08.2018	H10	66.49
01.08.2018	H11	65.01
01.08.2018	H12	67.52
01.08.2018	H13	66.07
01.08.2018	H14	68.21
01.08.2018	H15	68.75
01.08.2018	H16	68.08
01.08.2018	H17	68.50
01.08.2018	H18	65.56
01.08.2018	H19	66.00
01.08.2018	H20	67.00
01.08.2018	H21	66.00
01.08.2018	H22	65.29
01.08.2018	H23	62.84
01.08.2018	H24	53.42
02.08.2018	H1	49.32
02.08.2018	H2	48.00
02.08.2018	H3	45.30
02.08.2018	H4	44.28
02.08.2018	H5	44.52
02.08.2018	H6	47.38
02.08.2018	H7	53.13
02.08.2018	H8	63.00
02.08.2018	H9	65.17
02.08.2018	H10	65.00
02.08.2018	H11	64.08
02.08.2018	H12	64.01
02.08.2018	H13	63.22
02.08.2018	H14	63.06
02.08.2018	H15	61.43
02.08.2018	H16	60.08
02.08.2018	H17	62.30
02.08.2018	H18	65.34
02.08.2018	H19	67.62
02.08.2018	H20	68.34
02.08.2018	H21	67.12
02.08.2018	H22	66.40
02.08.2018	H23	64.01
02.08.2018	H24	54.93
03.08.2018	H1	53.90
03.08.2018	H2	51.01
03.08.2018	H3	48.86
03.08.2018	H4	47.47
03.08.2018	H5	48.61
03.08.2018	H6	51.05
03.08.2018	H7	58.23
03.08.2018	H8	69.49
03.08.2018	H9	73.43
03.08.2018	H10	72.14
03.08.2018	H11	72.04
03.08.2018	H12	72.05
03.08.2018	H13	68.34
03.08.2018	H14	66.74
03.08.2018	H15	65.00
03.08.2018	H16	65.60
03.08.2018	H17	66.60
03.08.2018	H18	71.00
03.08.2018	H19	72.00
03.08.2018	H20	72.34
03.08.2018	H21	71.60
03.08.2018	H22	70.52
03.08.2018	H23	67.23
03.08.2018	H24	59.88
04.08.2018	H1	58.75
04.08.2018	H2	52.70
04.08.2018	H3	50.42
04.08.2018	H4	49.58
04.08.2018	H5	48.40
04.08.2018	H6	48.89
04.08.2018	H7	50.48
04.08.2018	H8	54.97
04.08.2018	H9	59.33
04.08.2018	H10	60.45
04.08.2018	H11	60.07
04.08.2018	H12	63.22
04.08.2018	H13	60.55
04.08.2018	H14	58.79
04.08.2018	H15	58.07
04.08.2018	H16	57.92
04.08.2018	H17	58.10
04.08.2018	H18	61.00
04.08.2018	H19	60.15
04.08.2018	H20	61.68
04.08.2018	H21	73.99
04.08.2018	H22	65.44
04.08.2018	H23	57.98
04.08.2018	H24	51.92
05.08.2018	H1	49.32
05.08.2018	H2	45.00
05.08.2018	H3	43.93
05.08.2018	H4	43.33
05.08.2018	H5	42.50
05.08.2018	H6	42.29
05.08.2018	H7	42.00
05.08.2018	H8	42.70
05.08.2018	H9	43.96
05.08.2018	H10	43.95
05.08.2018	H11	55.93
05.08.2018	H12	55.92
05.08.2018	H13	53.95
05.08.2018	H14	53.83
05.08.2018	H15	50.09
05.08.2018	H16	50.09
05.08.2018	H17	58.65
05.08.2018	H18	53.58
05.08.2018	H19	57.08
05.08.2018	H20	63.33
05.08.2018	H21	68.04
05.08.2018	H22	70.06
05.08.2018	H23	66.50
05.08.2018	H24	58.23
06.08.2018	H1	53.90
06.08.2018	H2	49.31
06.08.2018	H3	47.52
06.08.2018	H4	46.10
06.08.2018	H5	46.70
06.08.2018	H6	49.65
06.08.2018	H7	59.70
06.08.2018	H8	71.97
06.08.2018	H9	66.43
06.08.2018	H10	68.75
06.08.2018	H11	68.00
06.08.2018	H12	69.29
06.08.2018	H13	69.91
06.08.2018	H14	68.00
06.08.2018	H15	65.99
06.08.2018	H16	66.60
06.08.2018	H17	70.00
06.08.2018	H18	71.94
06.08.2018	H19	76.19
06.08.2018	H20	79.40
06.08.2018	H21	79.98
06.08.2018	H22	78.17
06.08.2018	H23	69.15
06.08.2018	H24	59.53
07.08.2018	H1	55.00
07.08.2018	H2	50.99
07.08.2018	H3	49.36
07.08.2018	H4	48.40
07.08.2018	H5	48.00
07.08.2018	H6	50.14
07.08.2018	H7	60.00
07.08.2018	H8	67.98
07.08.2018	H9	69.82
07.08.2018	H10	69.87
07.08.2018	H11	68.14
07.08.2018	H12	67.96
07.08.2018	H13	66.72
07.08.2018	H14	66.22
07.08.2018	H15	65.94
07.08.2018	H16	66.37
07.08.2018	H17	69.83
07.08.2018	H18	72.64
07.08.2018	H19	74.84
07.08.2018	H20	80.78
07.08.2018	H21	75.58
07.08.2018	H22	70.97
07.08.2018	H23	67.17
07.08.2018	H24	58.35
08.08.2018	H1	49.72
08.08.2018	H2	46.11
08.08.2018	H3	45.09
08.08.2018	H4	44.62
08.08.2018	H5	44.57
08.08.2018	H6	46.18
08.08.2018	H7	50.97
08.08.2018	H8	61.69
08.08.2018	H9	65.00
08.08.2018	H10	66.86
08.08.2018	H11	66.45
08.08.2018	H12	65.92
08.08.2018	H13	65.93
08.08.2018	H14	65.92
08.08.2018	H15	65.90
08.08.2018	H16	64.75
08.08.2018	H17	66.06
08.08.2018	H18	67.45
08.08.2018	H19	69.19
08.08.2018	H20	71.09
08.08.2018	H21	72.75
08.08.2018	H22	69.00
08.08.2018	H23	67.05
08.08.2018	H24	59.05
09.08.2018	H1	52.00
09.08.2018	H2	49.33
09.08.2018	H3	48.50
09.08.2018	H4	47.10
09.08.2018	H5	47.22
09.08.2018	H6	49.80
09.08.2018	H7	56.00
09.08.2018	H8	64.20
09.08.2018	H9	69.23
09.08.2018	H10	68.90
09.08.2018	H11	66.64
09.08.2018	H12	66.57
09.08.2018	H13	65.95
09.08.2018	H14	65.92
09.08.2018	H15	63.94
09.08.2018	H16	63.93
09.08.2018	H17	62.63
09.08.2018	H18	64.36
09.08.2018	H19	65.89
09.08.2018	H20	66.22
09.08.2018	H21	69.72
09.08.2018	H22	70.90
09.08.2018	H23	59.32
09.08.2018	H24	57.30
10.08.2018	H1	55.34
10.08.2018	H2	40.01
10.08.2018	H3	24.77
10.08.2018	H4	17.66
10.08.2018	H5	21.04
10.08.2018	H6	31.41
10.08.2018	H7	47.04
10.08.2018	H8	61.99
10.08.2018	H9	63.94
10.08.2018	H10	65.91
10.08.2018	H11	66.43
10.08.2018	H12	67.19
10.08.2018	H13	71.08
10.08.2018	H14	69.32
10.08.2018	H15	65.98
10.08.2018	H16	65.99
10.08.2018	H17	67.01
10.08.2018	H18	65.97
10.08.2018	H19	68.84
10.08.2018	H20	67.23
10.08.2018	H21	73.04
10.08.2018	H22	71.64
10.08.2018	H23	67.54
10.08.2018	H24	61.90
11.08.2018	H1	50.77
11.08.2018	H2	46.70
11.08.2018	H3	44.59
11.08.2018	H4	42.99
11.08.2018	H5	42.09
11.08.2018	H6	42.70
11.08.2018	H7	43.00
11.08.2018	H8	49.89
11.08.2018	H9	49.32
11.08.2018	H10	55.84
11.08.2018	H11	55.74
11.08.2018	H12	55.41
11.08.2018	H13	54.92
11.08.2018	H14	53.52
11.08.2018	H15	53.04
11.08.2018	H16	53.56
11.08.2018	H17	55.42
11.08.2018	H18	58.01
11.08.2018	H19	59.19
11.08.2018	H20	61.82
11.08.2018	H21	68.71
11.08.2018	H22	68.00
11.08.2018	H23	57.12
11.08.2018	H24	51.58
12.08.2018	H1	50.00
12.08.2018	H2	46.60
12.08.2018	H3	44.94
12.08.2018	H4	43.60
12.08.2018	H5	42.45
12.08.2018	H6	42.40
12.08.2018	H7	42.01
12.08.2018	H8	43.31
12.08.2018	H9	44.95
12.08.2018	H10	46.53
12.08.2018	H11	49.07
12.08.2018	H12	49.98
12.08.2018	H13	49.98
12.08.2018	H14	49.09
12.08.2018	H15	49.06
12.08.2018	H16	49.08
12.08.2018	H17	53.04
12.08.2018	H18	49.76
12.08.2018	H19	54.96
12.08.2018	H20	62.52
12.08.2018	H21	64.32
12.08.2018	H22	64.00
12.08.2018	H23	63.06
12.08.2018	H24	57.95
13.08.2018	H1	51.54
13.08.2018	H2	44.50
13.08.2018	H3	43.98
13.08.2018	H4	42.76
13.08.2018	H5	42.81
13.08.2018	H6	46.73
13.08.2018	H7	53.40
13.08.2018	H8	62.49
13.08.2018	H9	64.50
13.08.2018	H10	65.96
13.08.2018	H11	65.91
13.08.2018	H12	65.95
13.08.2018	H13	66.03
13.08.2018	H14	65.04
13.08.2018	H15	65.04
13.08.2018	H16	65.10
13.08.2018	H17	67.96
13.08.2018	H18	68.50
13.08.2018	H19	70.82
13.08.2018	H20	73.95
13.08.2018	H21	77.98
13.08.2018	H22	71.79
13.08.2018	H23	68.50
13.08.2018	H24	61.78
14.08.2018	H1	55.06
14.08.2018	H2	48.94
14.08.2018	H3	46.27
14.08.2018	H4	44.68
14.08.2018	H5	44.76
14.08.2018	H6	47.90
14.08.2018	H7	54.33
14.08.2018	H8	62.09
14.08.2018	H9	63.97
14.08.2018	H10	63.84
14.08.2018	H11	63.07
14.08.2018	H12	63.78
14.08.2018	H13	68.71
14.08.2018	H14	68.05
14.08.2018	H15	65.99
14.08.2018	H16	63.78
14.08.2018	H17	63.09
14.08.2018	H18	62.92
14.08.2018	H19	62.02
14.08.2018	H20	64.19
14.08.2018	H21	67.10
14.08.2018	H22	65.98
14.08.2018	H23	65.89
14.08.2018	H24	60.13
