Date	Hour	Price
11.02.2018	H12	12.00
11.02.2018	H13	11.29
11.02.2018	H14	12.00
11.02.2018	H15	12.00
11.02.2018	H16	12.95
11.02.2018	H17	15.00
11.02.2018	H18	24.04
11.02.2018	H19	28.99
11.02.2018	H20	27.99
11.02.2018	H21	25.71
11.02.2018	H22	22.79
11.02.2018	H23	21.92
11.02.2018	H24	14.38
12.02.2018	H1	14.98
12.02.2018	H2	13.35
12.02.2018	H3	10.31
12.02.2018	H4	10.74
12.02.2018	H5	14.80
12.02.2018	H6	21.48
12.02.2018	H7	33.80
12.02.2018	H8	41.49
12.02.2018	H9	42.94
12.02.2018	H10	42.69
12.02.2018	H11	40.22
12.02.2018	H12	38.07
12.02.2018	H13	39.09
12.02.2018	H14	38.51
12.02.2018	H15	39.24
12.02.2018	H16	40.89
12.02.2018	H17	42.85
12.02.2018	H18	47.15
12.02.2018	H19	51.33
12.02.2018	H20	47.43
12.02.2018	H21	42.85
12.02.2018	H22	37.19
12.02.2018	H23	35.15
12.02.2018	H24	30.84
13.02.2018	H1	32.91
13.02.2018	H2	31.80
13.02.2018	H3	31.70
13.02.2018	H4	31.40
13.02.2018	H5	32.00
13.02.2018	H6	33.64
13.02.2018	H7	40.95
13.02.2018	H8	51.13
13.02.2018	H9	50.82
13.02.2018	H10	49.32
13.02.2018	H11	45.96
13.02.2018	H12	44.93
13.02.2018	H13	46.42
13.02.2018	H14	43.15
13.02.2018	H15	43.19
13.02.2018	H16	42.92
13.02.2018	H17	44.83
13.02.2018	H18	49.99
13.02.2018	H19	54.03
13.02.2018	H20	47.66
13.02.2018	H21	42.85
13.02.2018	H22	38.30
13.02.2018	H23	37.17
13.02.2018	H24	33.40
14.02.2018	H1	34.23
14.02.2018	H2	33.76
14.02.2018	H3	33.24
14.02.2018	H4	32.32
14.02.2018	H5	33.43
14.02.2018	H6	34.75
14.02.2018	H7	42.46
14.02.2018	H8	51.88
14.02.2018	H9	54.19
14.02.2018	H10	50.45
14.02.2018	H11	46.57
14.02.2018	H12	42.51
14.02.2018	H13	40.00
14.02.2018	H14	39.00
14.02.2018	H15	40.92
14.02.2018	H16	43.96
14.02.2018	H17	44.01
14.02.2018	H18	47.20
14.02.2018	H19	49.15
14.02.2018	H20	42.88
14.02.2018	H21	38.50
14.02.2018	H22	33.92
14.02.2018	H23	30.40
14.02.2018	H24	27.00
15.02.2018	H1	27.50
15.02.2018	H2	25.15
15.02.2018	H3	22.88
15.02.2018	H4	22.19
15.02.2018	H5	22.55
15.02.2018	H6	25.28
15.02.2018	H7	31.92
15.02.2018	H8	39.43
15.02.2018	H9	38.88
15.02.2018	H10	38.96
15.02.2018	H11	35.65
15.02.2018	H12	34.30
15.02.2018	H13	33.99
15.02.2018	H14	34.28
15.02.2018	H15	36.07
15.02.2018	H16	39.80
15.02.2018	H17	40.60
15.02.2018	H18	47.00
15.02.2018	H19	47.75
15.02.2018	H20	44.02
15.02.2018	H21	41.66
15.02.2018	H22	36.50
15.02.2018	H23	34.99
15.02.2018	H24	31.38
16.02.2018	H1	30.48
16.02.2018	H2	29.30
16.02.2018	H3	28.99
16.02.2018	H4	28.49
16.02.2018	H5	28.99
16.02.2018	H6	31.66
16.02.2018	H7	37.23
16.02.2018	H8	45.00
16.02.2018	H9	45.09
16.02.2018	H10	47.06
16.02.2018	H11	44.48
16.02.2018	H12	43.05
16.02.2018	H13	40.66
16.02.2018	H14	38.25
16.02.2018	H15	36.87
16.02.2018	H16	38.90
16.02.2018	H17	42.81
16.02.2018	H18	47.78
16.02.2018	H19	50.96
16.02.2018	H20	48.09
16.02.2018	H21	44.60
16.02.2018	H22	41.00
16.02.2018	H23	39.29
16.02.2018	H24	35.55
17.02.2018	H1	37.10
17.02.2018	H2	35.49
17.02.2018	H3	34.80
17.02.2018	H4	34.43
17.02.2018	H5	34.30
17.02.2018	H6	34.75
17.02.2018	H7	35.50
17.02.2018	H8	38.50
17.02.2018	H9	41.63
17.02.2018	H10	45.00
17.02.2018	H11	46.02
17.02.2018	H12	45.36
17.02.2018	H13	44.24
17.02.2018	H14	41.00
17.02.2018	H15	38.36
17.02.2018	H16	38.84
17.02.2018	H17	40.03
17.02.2018	H18	44.70
17.02.2018	H19	48.50
17.02.2018	H20	47.10
17.02.2018	H21	43.92
17.02.2018	H22	40.20
17.02.2018	H23	39.12
17.02.2018	H24	36.37
18.02.2018	H1	35.81
18.02.2018	H2	34.80
18.02.2018	H3	33.68
18.02.2018	H4	33.35
18.02.2018	H5	32.79
18.02.2018	H6	33.29
18.02.2018	H7	32.75
18.02.2018	H8	33.50
18.02.2018	H9	33.65
18.02.2018	H10	36.77
18.02.2018	H11	36.00
18.02.2018	H12	36.87
18.02.2018	H13	34.50
18.02.2018	H14	32.00
18.02.2018	H15	31.49
18.02.2018	H16	32.40
18.02.2018	H17	34.63
18.02.2018	H18	42.42
18.02.2018	H19	47.40
18.02.2018	H20	45.65
18.02.2018	H21	41.76
18.02.2018	H22	38.50
18.02.2018	H23	38.40
18.02.2018	H24	35.00
19.02.2018	H1	33.20
19.02.2018	H2	32.50
19.02.2018	H3	32.46
19.02.2018	H4	32.30
19.02.2018	H5	32.99
19.02.2018	H6	35.69
19.02.2018	H7	44.94
19.02.2018	H8	53.90
19.02.2018	H9	57.00
19.02.2018	H10	55.85
19.02.2018	H11	53.00
19.02.2018	H12	51.19
19.02.2018	H13	48.15
19.02.2018	H14	47.61
19.02.2018	H15	48.02
19.02.2018	H16	49.25
19.02.2018	H17	53.01
19.02.2018	H18	57.00
19.02.2018	H19	60.46
19.02.2018	H20	58.98
19.02.2018	H21	52.00
19.02.2018	H22	44.65
19.02.2018	H23	42.56
19.02.2018	H24	38.40
20.02.2018	H1	40.92
20.02.2018	H2	39.27
20.02.2018	H3	39.00
20.02.2018	H4	38.55
20.02.2018	H5	38.00
20.02.2018	H6	39.50
20.02.2018	H7	47.39
20.02.2018	H8	58.99
20.02.2018	H9	61.77
20.02.2018	H10	60.00
20.02.2018	H11	57.80
20.02.2018	H12	55.70
20.02.2018	H13	52.92
20.02.2018	H14	51.50
20.02.2018	H15	50.20
20.02.2018	H16	51.10
20.02.2018	H17	51.70
20.02.2018	H18	56.50
20.02.2018	H19	60.21
20.02.2018	H20	55.90
20.02.2018	H21	50.60
20.02.2018	H22	44.63
20.02.2018	H23	40.80
20.02.2018	H24	37.62
21.02.2018	H1	38.35
21.02.2018	H2	37.09
21.02.2018	H3	35.73
21.02.2018	H4	34.11
21.02.2018	H5	35.42
21.02.2018	H6	39.58
21.02.2018	H7	46.60
21.02.2018	H8	59.16
21.02.2018	H9	61.05
21.02.2018	H10	59.33
21.02.2018	H11	54.82
21.02.2018	H12	50.00
21.02.2018	H13	49.50
21.02.2018	H14	48.52
21.02.2018	H15	48.40
21.02.2018	H16	48.37
21.02.2018	H17	50.77
21.02.2018	H18	56.87
21.02.2018	H19	64.70
21.02.2018	H20	62.00
21.02.2018	H21	51.31
21.02.2018	H22	43.43
21.02.2018	H23	42.17
21.02.2018	H24	38.50
22.02.2018	H1	37.90
22.02.2018	H2	37.10
22.02.2018	H3	36.11
22.02.2018	H4	35.75
22.02.2018	H5	36.22
22.02.2018	H6	38.93
22.02.2018	H7	46.90
22.02.2018	H8	57.91
22.02.2018	H9	59.85
22.02.2018	H10	58.55
22.02.2018	H11	52.94
22.02.2018	H12	47.96
22.02.2018	H13	47.83
22.02.2018	H14	45.03
22.02.2018	H15	45.01
22.02.2018	H16	45.65
22.02.2018	H17	48.15
22.02.2018	H18	55.63
22.02.2018	H19	59.63
22.02.2018	H20	55.00
22.02.2018	H21	46.40
22.02.2018	H22	42.41
22.02.2018	H23	40.00
22.02.2018	H24	36.69
23.02.2018	H1	37.71
23.02.2018	H2	37.62
23.02.2018	H3	36.79
23.02.2018	H4	36.43
23.02.2018	H5	38.02
23.02.2018	H6	40.00
23.02.2018	H7	49.98
23.02.2018	H8	61.51
23.02.2018	H9	62.50
23.02.2018	H10	62.28
23.02.2018	H11	61.49
23.02.2018	H12	61.58
23.02.2018	H13	60.98
23.02.2018	H14	59.01
23.02.2018	H15	57.93
23.02.2018	H16	57.84
23.02.2018	H17	60.29
23.02.2018	H18	73.17
23.02.2018	H19	71.72
23.02.2018	H20	65.37
23.02.2018	H21	52.58
23.02.2018	H22	40.77
23.02.2018	H23	38.29
23.02.2018	H24	35.10
24.02.2018	H1	35.60
24.02.2018	H2	34.52
24.02.2018	H3	34.10
24.02.2018	H4	33.24
24.02.2018	H5	33.07
24.02.2018	H6	33.00
24.02.2018	H7	38.82
24.02.2018	H8	44.07
24.02.2018	H9	51.14
24.02.2018	H10	52.74
24.02.2018	H11	56.73
24.02.2018	H12	57.02
24.02.2018	H13	51.57
24.02.2018	H14	46.63
24.02.2018	H15	43.19
24.02.2018	H16	40.18
24.02.2018	H17	46.03
24.02.2018	H18	57.37
24.02.2018	H19	53.30
24.02.2018	H20	48.13
24.02.2018	H21	39.02
24.02.2018	H22	29.60
24.02.2018	H23	31.01
24.02.2018	H24	27.10
25.02.2018	H1	25.53
25.02.2018	H2	25.24
25.02.2018	H3	26.08
25.02.2018	H4	26.10
25.02.2018	H5	26.90
25.02.2018	H6	27.10
25.02.2018	H7	28.75
25.02.2018	H8	32.00
25.02.2018	H9	31.58
25.02.2018	H10	32.09
25.02.2018	H11	31.90
25.02.2018	H12	31.12
25.02.2018	H13	29.20
25.02.2018	H14	25.60
25.02.2018	H15	25.58
25.02.2018	H16	28.41
25.02.2018	H17	33.00
25.02.2018	H18	41.67
25.02.2018	H19	47.91
25.02.2018	H20	45.50
25.02.2018	H21	42.70
25.02.2018	H22	39.53
25.02.2018	H23	38.62
25.02.2018	H24	34.56
26.02.2018	H1	31.58
26.02.2018	H2	31.45
26.02.2018	H3	31.52
26.02.2018	H4	31.53
26.02.2018	H5	31.44
26.02.2018	H6	36.98
26.02.2018	H7	55.47
26.02.2018	H8	69.01
26.02.2018	H9	65.70
26.02.2018	H10	61.00
26.02.2018	H11	55.82
26.02.2018	H12	50.75
26.02.2018	H13	46.97
26.02.2018	H14	45.98
26.02.2018	H15	46.98
26.02.2018	H16	51.72
26.02.2018	H17	55.68
26.02.2018	H18	64.41
26.02.2018	H19	72.70
26.02.2018	H20	67.53
26.02.2018	H21	59.00
26.02.2018	H22	51.55
26.02.2018	H23	44.27
26.02.2018	H24	39.62
27.02.2018	H1	39.94
27.02.2018	H2	38.82
27.02.2018	H3	37.80
27.02.2018	H4	36.84
27.02.2018	H5	37.70
27.02.2018	H6	41.70
27.02.2018	H7	54.00
27.02.2018	H8	72.79
27.02.2018	H9	71.91
27.02.2018	H10	62.77
27.02.2018	H11	58.10
27.02.2018	H12	80.00
27.02.2018	H13	60.08
27.02.2018	H14	58.39
27.02.2018	H15	59.16
27.02.2018	H16	58.15
27.02.2018	H17	66.04
27.02.2018	H18	90.02
27.02.2018	H19	86.04
27.02.2018	H20	80.00
27.02.2018	H21	72.06
27.02.2018	H22	51.09
27.02.2018	H23	47.22
27.02.2018	H24	39.00
28.02.2018	H1	36.00
28.02.2018	H2	35.36
28.02.2018	H3	35.00
28.02.2018	H4	34.25
28.02.2018	H5	34.86
28.02.2018	H6	37.40
28.02.2018	H7	46.01
28.02.2018	H8	57.66
28.02.2018	H9	55.13
28.02.2018	H10	55.19
28.02.2018	H11	59.63
28.02.2018	H12	58.00
28.02.2018	H13	65.00
28.02.2018	H14	55.00
28.02.2018	H15	53.00
28.02.2018	H16	54.08
28.02.2018	H17	52.00
28.02.2018	H18	60.40
28.02.2018	H19	61.64
28.02.2018	H20	57.85
28.02.2018	H21	58.71
28.02.2018	H22	53.03
28.02.2018	H23	40.67
28.02.2018	H24	37.21
01.03.2018	H1	30.45
01.03.2018	H2	29.65
01.03.2018	H3	28.09
01.03.2018	H4	30.99
01.03.2018	H5	36.02
01.03.2018	H6	45.07
01.03.2018	H7	84.65
01.03.2018	H8	90.00
01.03.2018	H9	90.88
01.03.2018	H10	100.00
01.03.2018	H11	101.99
01.03.2018	H12	100.00
01.03.2018	H13	96.98
01.03.2018	H14	95.71
01.03.2018	H15	95.52
01.03.2018	H16	100.00
01.03.2018	H17	100.37
01.03.2018	H18	101.56
01.03.2018	H19	110.00
01.03.2018	H20	110.00
01.03.2018	H21	96.90
01.03.2018	H22	80.29
01.03.2018	H23	66.58
01.03.2018	H24	57.34
02.03.2018	H1	50.48
02.03.2018	H2	36.03
02.03.2018	H3	33.95
02.03.2018	H4	32.59
02.03.2018	H5	34.10
02.03.2018	H6	52.98
02.03.2018	H7	61.01
02.03.2018	H8	69.50
02.03.2018	H9	80.14
02.03.2018	H10	100.00
02.03.2018	H11	96.90
02.03.2018	H12	95.50
02.03.2018	H13	82.28
02.03.2018	H14	71.13
02.03.2018	H15	68.90
02.03.2018	H16	68.42
02.03.2018	H17	69.54
02.03.2018	H18	86.01
02.03.2018	H19	91.37
02.03.2018	H20	90.08
02.03.2018	H21	84.29
02.03.2018	H22	61.55
02.03.2018	H23	68.63
02.03.2018	H24	60.91
03.03.2018	H1	37.67
03.03.2018	H2	35.00
03.03.2018	H3	34.13
03.03.2018	H4	33.92
03.03.2018	H5	33.54
03.03.2018	H6	33.45
03.03.2018	H7	32.03
03.03.2018	H8	38.42
03.03.2018	H9	42.83
03.03.2018	H10	45.58
03.03.2018	H11	40.53
03.03.2018	H12	42.96
03.03.2018	H13	33.96
03.03.2018	H14	32.04
03.03.2018	H15	30.02
03.03.2018	H16	31.96
03.03.2018	H17	37.84
03.03.2018	H18	46.08
03.03.2018	H19	66.31
03.03.2018	H20	68.47
03.03.2018	H21	61.61
03.03.2018	H22	55.17
03.03.2018	H23	40.03
03.03.2018	H24	32.93
04.03.2018	H1	27.91
04.03.2018	H2	25.47
04.03.2018	H3	25.40
04.03.2018	H4	24.30
04.03.2018	H5	24.97
04.03.2018	H6	25.25
04.03.2018	H7	24.98
04.03.2018	H8	26.30
04.03.2018	H9	30.45
04.03.2018	H10	32.45
04.03.2018	H11	32.45
04.03.2018	H12	35.02
04.03.2018	H13	35.54
04.03.2018	H14	33.65
04.03.2018	H15	34.81
04.03.2018	H16	32.07
04.03.2018	H17	36.19
04.03.2018	H18	52.03
04.03.2018	H19	70.62
04.03.2018	H20	68.47
04.03.2018	H21	52.06
04.03.2018	H22	40.09
04.03.2018	H23	35.58
04.03.2018	H24	29.94
05.03.2018	H1	29.01
05.03.2018	H2	30.01
05.03.2018	H3	30.11
05.03.2018	H4	28.97
05.03.2018	H5	31.02
05.03.2018	H6	34.95
05.03.2018	H7	46.34
05.03.2018	H8	63.41
05.03.2018	H9	68.68
05.03.2018	H10	64.39
05.03.2018	H11	67.72
05.03.2018	H12	61.60
05.03.2018	H13	60.96
05.03.2018	H14	53.00
05.03.2018	H15	50.40
05.03.2018	H16	51.30
05.03.2018	H17	53.42
05.03.2018	H18	60.03
05.03.2018	H19	70.86
05.03.2018	H20	68.00
05.03.2018	H21	59.98
05.03.2018	H22	49.08
05.03.2018	H23	44.95
05.03.2018	H24	38.27
06.03.2018	H1	36.99
06.03.2018	H2	35.95
06.03.2018	H3	33.11
06.03.2018	H4	32.96
06.03.2018	H5	33.24
06.03.2018	H6	37.37
06.03.2018	H7	45.75
06.03.2018	H8	58.10
06.03.2018	H9	61.00
06.03.2018	H10	59.75
06.03.2018	H11	55.90
06.03.2018	H12	54.30
06.03.2018	H13	50.58
06.03.2018	H14	48.00
06.03.2018	H15	47.40
06.03.2018	H16	50.59
06.03.2018	H17	52.06
06.03.2018	H18	62.16
06.03.2018	H19	78.21
06.03.2018	H20	70.62
06.03.2018	H21	56.51
06.03.2018	H22	52.48
06.03.2018	H23	43.58
06.03.2018	H24	37.00
07.03.2018	H1	39.94
07.03.2018	H2	38.36
07.03.2018	H3	37.62
07.03.2018	H4	36.94
07.03.2018	H5	37.50
07.03.2018	H6	40.10
07.03.2018	H7	47.97
07.03.2018	H8	59.66
07.03.2018	H9	68.24
07.03.2018	H10	66.54
07.03.2018	H11	64.52
07.03.2018	H12	62.20
07.03.2018	H13	54.99
07.03.2018	H14	52.21
07.03.2018	H15	49.96
07.03.2018	H16	48.49
07.03.2018	H17	50.06
07.03.2018	H18	58.37
07.03.2018	H19	74.18
07.03.2018	H20	68.92
07.03.2018	H21	55.47
07.03.2018	H22	47.91
07.03.2018	H23	40.92
07.03.2018	H24	36.50
08.03.2018	H1	28.00
08.03.2018	H2	28.84
08.03.2018	H3	19.87
08.03.2018	H4	23.61
08.03.2018	H5	29.38
08.03.2018	H6	32.51
08.03.2018	H7	39.71
08.03.2018	H8	53.01
08.03.2018	H9	61.59
08.03.2018	H10	53.22
08.03.2018	H11	47.00
08.03.2018	H12	42.05
08.03.2018	H13	40.78
08.03.2018	H14	39.94
08.03.2018	H15	37.50
08.03.2018	H16	37.50
08.03.2018	H17	44.16
08.03.2018	H18	55.15
08.03.2018	H19	73.32
08.03.2018	H20	72.65
08.03.2018	H21	51.29
08.03.2018	H22	40.00
08.03.2018	H23	33.17
08.03.2018	H24	26.91
09.03.2018	H1	20.96
09.03.2018	H2	20.00
09.03.2018	H3	18.25
09.03.2018	H4	19.24
09.03.2018	H5	22.99
09.03.2018	H6	27.09
09.03.2018	H7	36.10
09.03.2018	H8	46.09
09.03.2018	H9	47.09
09.03.2018	H10	43.49
09.03.2018	H11	41.00
09.03.2018	H12	43.07
09.03.2018	H13	41.19
09.03.2018	H14	40.94
09.03.2018	H15	38.59
09.03.2018	H16	40.78
09.03.2018	H17	43.60
09.03.2018	H18	48.94
09.03.2018	H19	54.95
09.03.2018	H20	55.60
09.03.2018	H21	49.50
09.03.2018	H22	43.50
09.03.2018	H23	40.95
09.03.2018	H24	37.00
10.03.2018	H1	31.44
10.03.2018	H2	28.15
10.03.2018	H3	27.00
10.03.2018	H4	25.93
10.03.2018	H5	25.50
10.03.2018	H6	25.41
10.03.2018	H7	28.00
10.03.2018	H8	30.50
10.03.2018	H9	34.62
10.03.2018	H10	37.00
10.03.2018	H11	36.50
10.03.2018	H12	36.50
10.03.2018	H13	34.98
10.03.2018	H14	32.90
10.03.2018	H15	31.00
10.03.2018	H16	31.06
10.03.2018	H17	32.99
10.03.2018	H18	36.71
10.03.2018	H19	45.00
10.03.2018	H20	43.71
10.03.2018	H21	37.37
10.03.2018	H22	34.09
10.03.2018	H23	32.90
10.03.2018	H24	29.00
11.03.2018	H1	26.05
11.03.2018	H2	21.33
11.03.2018	H3	21.00
11.03.2018	H4	20.24
11.03.2018	H5	20.93
11.03.2018	H6	21.00
11.03.2018	H7	21.00
11.03.2018	H8	22.00
11.03.2018	H9	23.51
11.03.2018	H10	24.95
11.03.2018	H11	24.37
11.03.2018	H12	24.54
11.03.2018	H13	21.00
11.03.2018	H14	20.23
11.03.2018	H15	20.18
11.03.2018	H16	21.04
11.03.2018	H17	22.50
11.03.2018	H18	27.59
11.03.2018	H19	33.77
11.03.2018	H20	34.00
11.03.2018	H21	30.20
11.03.2018	H22	26.83
11.03.2018	H23	25.51
11.03.2018	H24	21.00
12.03.2018	H1	27.01
12.03.2018	H2	26.00
12.03.2018	H3	25.46
12.03.2018	H4	22.84
12.03.2018	H5	26.00
12.03.2018	H6	28.34
12.03.2018	H7	39.50
12.03.2018	H8	47.31
12.03.2018	H9	49.00
12.03.2018	H10	48.96
12.03.2018	H11	46.00
12.03.2018	H12	44.17
12.03.2018	H13	42.40
12.03.2018	H14	41.10
12.03.2018	H15	40.70
12.03.2018	H16	41.10
12.03.2018	H17	43.35
12.03.2018	H18	45.10
12.03.2018	H19	50.70
12.03.2018	H20	49.90
12.03.2018	H21	44.90
12.03.2018	H22	38.50
12.03.2018	H23	34.10
12.03.2018	H24	28.95
13.03.2018	H1	28.78
13.03.2018	H2	27.49
13.03.2018	H3	26.09
13.03.2018	H4	25.50
13.03.2018	H5	26.80
13.03.2018	H6	29.60
13.03.2018	H7	37.14
13.03.2018	H8	45.92
13.03.2018	H9	47.00
13.03.2018	H10	45.82
13.03.2018	H11	42.19
13.03.2018	H12	41.91
13.03.2018	H13	42.03
13.03.2018	H14	41.35
13.03.2018	H15	40.89
13.03.2018	H16	41.46
13.03.2018	H17	43.32
13.03.2018	H18	47.10
13.03.2018	H19	52.42
13.03.2018	H20	50.56
13.03.2018	H21	43.64
13.03.2018	H22	41.26
13.03.2018	H23	38.34
13.03.2018	H24	34.45
14.03.2018	H1	34.38
14.03.2018	H2	33.00
14.03.2018	H3	32.81
14.03.2018	H4	31.83
14.03.2018	H5	33.00
14.03.2018	H6	37.55
14.03.2018	H7	48.26
14.03.2018	H8	57.50
14.03.2018	H9	58.90
14.03.2018	H10	57.90
14.03.2018	H11	55.10
14.03.2018	H12	53.70
14.03.2018	H13	51.78
14.03.2018	H14	50.18
14.03.2018	H15	50.00
14.03.2018	H16	51.00
14.03.2018	H17	51.00
14.03.2018	H18	55.97
14.03.2018	H19	62.92
14.03.2018	H20	63.50
14.03.2018	H21	51.00
14.03.2018	H22	43.50
14.03.2018	H23	38.60
14.03.2018	H24	33.92
15.03.2018	H1	24.70
15.03.2018	H2	22.60
15.03.2018	H3	21.23
15.03.2018	H4	19.50
15.03.2018	H5	21.47
15.03.2018	H6	24.40
15.03.2018	H7	34.29
15.03.2018	H8	41.00
15.03.2018	H9	37.36
15.03.2018	H10	33.96
15.03.2018	H11	28.07
15.03.2018	H12	26.50
15.03.2018	H13	23.90
15.03.2018	H14	23.31
15.03.2018	H15	21.57
15.03.2018	H16	24.95
15.03.2018	H17	28.01
15.03.2018	H18	32.90
15.03.2018	H19	38.00
15.03.2018	H20	38.19
15.03.2018	H21	32.66
15.03.2018	H22	27.06
15.03.2018	H23	24.50
15.03.2018	H24	17.69
16.03.2018	H1	8.77
16.03.2018	H2	7.00
16.03.2018	H3	5.36
16.03.2018	H4	5.32
16.03.2018	H5	8.72
16.03.2018	H6	12.72
16.03.2018	H7	27.41
16.03.2018	H8	40.00
16.03.2018	H9	44.01
16.03.2018	H10	42.25
16.03.2018	H11	41.00
16.03.2018	H12	38.64
16.03.2018	H13	37.00
16.03.2018	H14	33.99
16.03.2018	H15	30.05
16.03.2018	H16	28.22
16.03.2018	H17	28.99
16.03.2018	H18	32.00
16.03.2018	H19	38.00
16.03.2018	H20	36.59
16.03.2018	H21	27.10
16.03.2018	H22	21.97
16.03.2018	H23	18.00
16.03.2018	H24	10.15
17.03.2018	H1	2.09
17.03.2018	H2	0.21
17.03.2018	H3	0.21
17.03.2018	H4	0.95
17.03.2018	H5	0.21
17.03.2018	H6	1.13
17.03.2018	H7	1.09
17.03.2018	H8	6.00
17.03.2018	H9	12.89
17.03.2018	H10	34.04
17.03.2018	H11	39.98
17.03.2018	H12	30.96
17.03.2018	H13	28.96
17.03.2018	H14	29.82
17.03.2018	H15	19.63
17.03.2018	H16	14.59
17.03.2018	H17	15.83
17.03.2018	H18	22.40
17.03.2018	H19	40.30
17.03.2018	H20	36.04
17.03.2018	H21	28.00
17.03.2018	H22	12.87
17.03.2018	H23	6.48
17.03.2018	H24	0.02
18.03.2018	H1	0.03
18.03.2018	H2	0.08
18.03.2018	H3	0.02
18.03.2018	H4	0.00
18.03.2018	H5	0.00
18.03.2018	H6	0.00
18.03.2018	H7	0.00
18.03.2018	H8	0.02
18.03.2018	H9	0.21
18.03.2018	H10	7.58
18.03.2018	H11	20.17
18.03.2018	H12	21.09
18.03.2018	H13	21.11
18.03.2018	H14	15.02
18.03.2018	H15	6.78
18.03.2018	H16	3.01
18.03.2018	H17	5.00
18.03.2018	H18	14.73
18.03.2018	H19	29.78
18.03.2018	H20	30.20
18.03.2018	H21	29.98
18.03.2018	H22	27.57
18.03.2018	H23	22.40
18.03.2018	H24	14.25
19.03.2018	H1	26.40
19.03.2018	H2	26.94
19.03.2018	H3	24.09
19.03.2018	H4	23.09
19.03.2018	H5	27.07
19.03.2018	H6	33.54
19.03.2018	H7	52.40
19.03.2018	H8	67.00
19.03.2018	H9	64.00
19.03.2018	H10	57.10
19.03.2018	H11	53.51
19.03.2018	H12	50.80
19.03.2018	H13	48.00
19.03.2018	H14	47.10
19.03.2018	H15	47.43
19.03.2018	H16	49.00
19.03.2018	H17	52.10
19.03.2018	H18	60.88
19.03.2018	H19	74.05
19.03.2018	H20	76.00
19.03.2018	H21	66.00
19.03.2018	H22	50.34
19.03.2018	H23	42.55
19.03.2018	H24	35.68
20.03.2018	H1	38.22
20.03.2018	H2	36.50
20.03.2018	H3	35.80
20.03.2018	H4	34.97
20.03.2018	H5	33.48
20.03.2018	H6	36.90
20.03.2018	H7	45.08
20.03.2018	H8	53.03
20.03.2018	H9	52.99
20.03.2018	H10	47.07
20.03.2018	H11	40.54
20.03.2018	H12	38.23
20.03.2018	H13	36.49
20.03.2018	H14	37.95
20.03.2018	H15	38.00
20.03.2018	H16	39.82
20.03.2018	H17	43.53
20.03.2018	H18	50.01
20.03.2018	H19	62.95
20.03.2018	H20	69.82
20.03.2018	H21	56.22
20.03.2018	H22	47.28
20.03.2018	H23	44.97
20.03.2018	H24	39.24
21.03.2018	H1	39.74
21.03.2018	H2	39.08
21.03.2018	H3	37.71
21.03.2018	H4	37.17
21.03.2018	H5	39.22
21.03.2018	H6	43.50
21.03.2018	H7	56.10
21.03.2018	H8	71.20
21.03.2018	H9	71.97
21.03.2018	H10	61.28
21.03.2018	H11	53.71
21.03.2018	H12	48.62
21.03.2018	H13	46.07
21.03.2018	H14	45.84
21.03.2018	H15	45.00
21.03.2018	H16	46.19
21.03.2018	H17	49.65
21.03.2018	H18	58.30
21.03.2018	H19	68.34
21.03.2018	H20	76.70
21.03.2018	H21	56.40
21.03.2018	H22	46.47
21.03.2018	H23	40.47
21.03.2018	H24	35.58
22.03.2018	H1	28.00
22.03.2018	H2	26.15
22.03.2018	H3	20.89
22.03.2018	H4	20.00
22.03.2018	H5	19.61
22.03.2018	H6	24.00
22.03.2018	H7	33.45
22.03.2018	H8	40.66
22.03.2018	H9	43.00
22.03.2018	H10	41.00
22.03.2018	H11	38.15
22.03.2018	H12	38.00
22.03.2018	H13	38.58
22.03.2018	H14	38.36
22.03.2018	H15	38.83
22.03.2018	H16	42.16
22.03.2018	H17	45.84
22.03.2018	H18	54.70
22.03.2018	H19	64.70
22.03.2018	H20	74.73
22.03.2018	H21	63.99
22.03.2018	H22	53.70
22.03.2018	H23	50.20
22.03.2018	H24	40.01
23.03.2018	H1	43.00
23.03.2018	H2	41.60
23.03.2018	H3	40.43
23.03.2018	H4	38.77
23.03.2018	H5	39.67
23.03.2018	H6	43.59
23.03.2018	H7	54.29
23.03.2018	H8	67.50
23.03.2018	H9	74.10
23.03.2018	H10	71.33
23.03.2018	H11	64.32
23.03.2018	H12	60.00
23.03.2018	H13	54.90
23.03.2018	H14	51.64
23.03.2018	H15	49.93
23.03.2018	H16	49.48
23.03.2018	H17	49.40
23.03.2018	H18	56.64
23.03.2018	H19	64.38
23.03.2018	H20	75.00
23.03.2018	H21	58.45
23.03.2018	H22	47.00
23.03.2018	H23	45.42
23.03.2018	H24	41.42
24.03.2018	H1	40.80
24.03.2018	H2	38.90
24.03.2018	H3	37.50
24.03.2018	H4	37.50
24.03.2018	H5	37.50
24.03.2018	H6	37.61
24.03.2018	H7	39.70
24.03.2018	H8	41.07
24.03.2018	H9	42.19
24.03.2018	H10	43.50
24.03.2018	H11	40.98
24.03.2018	H12	38.80
24.03.2018	H13	37.50
24.03.2018	H14	36.50
24.03.2018	H15	36.34
24.03.2018	H16	36.62
24.03.2018	H17	40.91
24.03.2018	H18	46.47
24.03.2018	H19	55.10
24.03.2018	H20	59.87
24.03.2018	H21	53.80
24.03.2018	H22	47.29
24.03.2018	H23	44.92
24.03.2018	H24	40.20
25.03.2018	H1	28.09
25.03.2018	H2	25.71
